year,country,class,amount
1987,IE,H,17
1987,IS,A,1
1987,IS,B,2
1987,IS,C,2
1987,IS,F,1
1987,IS,H,2
1987,IT,A,735
1987,IT,B,1429
1987,IT,C,2220
1987,IT,D,271
1987,IT,E,233
1987,IT,F,673
1987,IT,G,737
1987,IT,H,725
1987,LI,A,8
1987,LI,B,8
1987,LI,C,23
1987,LI,D,1
1987,LI,E,3
1987,LI,F,5
1987,LI,G,7
1987,LI,H,4
1987,LU,A,21
1987,LU,B,13
1987,LU,C,24
1987,LU,D,1
1987,LU,E,1
1987,LU,F,8
1987,LU,G,8
1987,LU,H,12
1987,NL,A,167
1987,NL,B,234
1987,NL,C,394
1987,NL,D,40
1987,NL,E,37
1987,NL,F,112
1987,NL,G,125
1987,NL,H,160
1987,NO,A,75
1987,NO,B,79
1987,NO,C,95
1987,NO,D,10
1987,NO,E,22
1987,NO,F,27
1987,NO,G,58
1987,NO,H,81
1987,PL,A,22
1987,PL,B,34
1987,PL,C,26
1987,PL,D,2
1987,PL,E,55
1987,PL,F,11
1987,PL,G,15
1987,PL,H,21
1987,PT,A,2
1987,PT,B,6
1987,PT,C,4
1987,PT,E,1
1987,PT,G,2
1987,RO,G,1
1987,RO,H,6
1987,RU,A,4
1987,RU,B,3
1987,RU,C,10
1987,SE,A,516
1987,SE,B,596
1987,SE,C,818
1987,SE,D,119
1987,SE,E,84
1987,SE,F,151
1987,SE,G,395
1987,SE,H,459
1987,SI,B,1
1987,SK,F,1
1987,EE,A,0
1987,HR,A,0
1987,LT,A,0
1987,LV,A,0
1988,AT,A,174
1988,AT,B,256
1988,AT,C,496
1988,AT,D,58
1988,AT,E,47
1988,AT,F,110
1988,AT,G,93
1988,AT,H,85
1988,BE,A,199
1988,BE,B,162
1988,BE,C,319
1988,BE,D,33
1988,BE,E,39
1988,BE,F,70
1988,BE,G,60
1988,BE,H,80
1988,BG,A,12
1988,BG,B,21
1988,BG,C,42
1988,BG,D,7
1988,BG,E,3
1988,BG,F,6
1988,BG,G,10
1988,BG,H,9
1988,CH,A,482
1988,CH,B,565
1988,CH,C,1130
1988,CH,D,120
1988,CH,E,81
1988,CH,F,267
1988,CH,G,244
1988,CH,H,234
1988,CZ,A,2
1988,CZ,B,1
1988,CZ,C,2
1988,CZ,D,2
1988,CZ,G,1
1988,DE,A,3612
1988,DE,B,7398
1988,DE,C,11280
1988,DE,D,1753
1988,DE,E,1515
1988,DE,F,3501
1988,DE,G,2696
1988,DE,H,3014
1988,DK,A,201
1988,DK,B,209
1988,DK,C,228
1988,DK,D,32
1988,DK,E,26
1988,DK,F,122
1988,DK,G,95
1988,DK,H,98
1988,EE,E,1
1988,ES,A,94
1988,ES,B,90
1988,ES,C,104
1988,ES,D,5
1988,ES,E,18
1988,ES,F,42
1988,ES,G,31
1988,ES,H,39
1988,FI,A,653
1988,FI,B,675
1988,FI,C,1022
1988,FI,D,95
1988,FI,E,72
1988,FI,F,266
1988,FI,G,150
1988,FI,H,161
1988,FR,A,2705
1988,FR,B,1875
1988,FR,C,3355
1988,FR,D,305
1988,FR,E,269
1988,FR,F,853
1988,FR,G,1119
1988,FR,H,1684
1988,GB,A,2055
1988,GB,B,1284
1988,GB,C,2643
1988,GB,D,221
1988,GB,E,196
1988,GB,F,591
1988,GB,G,567
1988,GB,H,716
1988,GR,A,11
1988,GR,B,5
1988,GR,C,12
1988,GR,D,2
1988,GR,E,1
1988,GR,F,3
1988,GR,G,2
1988,GR,H,1
1988,HU,A,274
1988,HU,B,249
1988,HU,C,472
1988,HU,D,41
1988,HU,E,19
1988,HU,F,90
1988,HU,G,108
1988,HU,H,60
1988,IE,A,18
1988,IE,B,28
1988,IE,C,51
1988,IE,D,9
1988,IE,E,11
1988,IE,F,11
1988,IE,G,12
1988,IE,H,8
1988,IS,C,3
1988,IS,G,1
1988,IT,A,755
1988,IT,B,1520
1988,IT,C,2186
1988,IT,D,274
1988,IT,E,245
1988,IT,F,703
1988,IT,G,777
1988,IT,H,780
1988,LI,A,5
1988,LI,B,6
1988,LI,C,15
1988,LI,D,1
1988,LI,F,4
1988,LI,G,3
1988,LI,H,2
1988,LU,A,9
1988,LU,B,11
1988,LU,C,16
1988,LU,D,5
1988,LU,E,2
1988,LU,F,9
1988,LU,G,14
1988,LU,H,20
1988,NL,A,221
1988,NL,B,285
1988,NL,C,409
1988,NL,D,44
1988,NL,E,46
1988,NL,F,167
1988,NL,G,95
1988,NL,H,116
1988,NO,A,58
1988,NO,B,96
1988,NO,C,74
1988,NO,D,9
1988,NO,E,7
1988,NO,F,33
1988,NO,G,76
1988,NO,H,116
1988,PL,A,168
1988,PL,B,76
1988,PL,C,89
1988,PL,D,4
1988,PL,E,24
1988,PL,F,28
1988,PL,G,53
1988,PL,H,41
1988,PT,A,1
1988,PT,B,1
1988,PT,C,3
1988,PT,F,2
1988,PT,G,2
1988,PT,H,1
1988,RO,F,1
1988,RU,A,1
1988,RU,B,4
1988,RU,C,6
1988,RU,D,4
1988,RU,E,2
1988,RU,F,1
1988,RU,G,4
1988,RU,H,4
1988,SE,A,518
1988,SE,B,372
1988,SE,C,666
1988,SE,D,78
1988,SE,E,50
1988,SE,F,255
1988,SE,G,394
1988,SE,H,493
1988,SI,G,1
1988,SI,H,2
1988,SK,D,3
1988,HR,A,0
1988,LT,A,0
1988,LV,A,0
1989,AT,A,147
1989,AT,B,236
1989,AT,C,532
1989,AT,D,58
1989,AT,E,47
1989,AT,F,120
1989,AT,G,94
1989,AT,H,87
1989,BE,A,185
1989,BE,B,206
1989,BE,C,332
1989,BE,D,34
1989,BE,E,22
1989,BE,F,123
1989,BE,G,83
1989,BE,H,122
1989,BG,A,12
1989,BG,B,29
1989,BG,C,44
1989,BG,D,1
1989,BG,E,1
1989,BG,F,10
1989,BG,G,2
1989,BG,H,8
1989,CH,A,435
1989,CH,B,615
1989,CH,C,1042
1989,CH,D,105
1989,CH,E,93
1989,CH,F,260
1989,CH,G,231
1989,CH,H,206
1989,CZ,B,2
1989,CZ,C,4
1989,CZ,E,1
1989,CZ,F,1
1989,CZ,G,2
1989,CZ,H,4
1989,DE,A,3871
1989,DE,B,7189
1989,DE,C,10943
1989,DE,D,1557
1989,DE,E,1371
1989,DE,F,3245
1989,DE,G,2942
1989,DE,H,3342
1989,DK,A,207
1989,DK,B,209
1989,DK,C,265
1989,DK,D,37
1989,DK,E,28
1989,DK,F,107
1989,DK,G,118
1989,DK,H,90
1989,ES,A,94
1989,ES,B,134
1989,ES,C,154
1989,ES,D,19
1989,ES,E,14
1989,ES,F,67
1989,ES,G,59
1989,ES,H,25
1989,FI,A,595
1989,FI,B,652
1989,FI,C,894
1989,FI,D,156
1989,FI,E,88
1989,FI,F,273
1989,FI,G,218
1989,FI,H,229
1989,FR,A,2728
1989,FR,B,2681
1989,FR,C,3481
1989,FR,D,385
1989,FR,E,379
1989,FR,F,1150
1989,FR,G,894
1989,FR,H,1220
1989,GB,A,1828
1989,GB,B,1316
1989,GB,C,2333
1989,GB,D,158
1989,GB,E,139
1989,GB,F,635
1989,GB,G,520
1989,GB,H,642
1989,GR,A,4
1989,GR,B,15
1989,GR,C,16
1989,GR,D,1
1989,GR,G,2
1989,GR,H,1
1989,HR,B,1
1989,HU,A,203
1989,HU,B,258
1989,HU,C,414
1989,HU,D,39
1989,HU,E,32
1989,HU,F,104
1989,HU,G,92
1989,HU,H,105
1989,IE,A,38
1989,IE,B,33
1989,IE,C,46
1989,IE,D,3
1989,IE,E,4
1989,IE,F,19
1989,IE,G,10
1989,IE,H,9
1989,IS,A,3
1989,IS,C,2
1989,IS,F,1
1989,IS,H,1
1989,IT,A,853
1989,IT,B,1560
1989,IT,C,2302
1989,IT,D,279
1989,IT,E,237
1989,IT,F,767
1989,IT,G,838
1989,IT,H,831
1989,LI,A,6
1989,LI,B,9
1989,LI,C,15
1989,LI,D,1
1989,LI,F,5
1989,LI,G,3
1989,LI,H,2
1989,LU,A,4
1989,LU,B,24
1989,LU,C,29
1989,LU,D,3
1989,LU,E,4
1989,LU,F,7
1989,LU,G,9
1989,LU,H,36
1989,NL,A,177
1989,NL,B,277
1989,NL,C,416
1989,NL,D,56
1989,NL,E,45
1989,NL,F,145
1989,NL,G,100
1989,NL,H,98
1989,NO,A,49
1989,NO,B,49
1989,NO,C,86
1989,NO,D,12
1989,NO,E,13
1989,NO,F,54
1989,NO,G,74
1989,NO,H,175
1989,PL,A,49
1989,PL,B,46
1989,PL,C,55
1989,PL,D,5
1989,PL,E,5
1989,PL,F,18
1989,PL,G,19
1989,PL,H,31
1989,PT,A,1
1989,PT,C,8
1989,PT,G,2
1989,RO,A,2
1989,RO,B,6
1989,RO,G,4
1989,RO,H,2
1989,RU,A,7
1989,RU,B,2
1989,RU,C,32
1989,RU,D,2
1989,RU,F,3
1989,RU,G,5
1989,RU,H,2
1989,SE,A,376
1989,SE,B,349
1989,SE,C,526
1989,SE,D,56
1989,SE,E,70
1989,SE,F,215
1989,SE,G,436
1989,SE,H,608
1989,SI,H,1
1989,SK,C,1
1989,SK,F,1
1989,EE,A,0
1989,LT,A,0
1989,LV,A,0
1990,AT,A,128
1990,AT,B,222
1990,AT,C,411
1990,AT,D,51
1990,AT,E,37
1990,AT,F,82
1990,AT,G,88
1990,AT,H,98
1990,BE,A,131
1990,BE,B,257
1990,BE,C,293
1990,BE,D,30
1990,BE,E,27
1990,BE,F,84
1990,BE,G,120
1990,BE,H,71
1990,BG,A,10
1990,BG,B,15
1990,BG,C,18
1990,BG,D,1
1990,BG,F,5
1990,BG,G,3
1990,BG,H,3
1990,CH,A,384
1990,CH,B,519
1990,CH,C,1004
1990,CH,D,110
1990,CH,E,90
1990,CH,F,219
1990,CH,G,198
1990,CH,H,240
1990,CZ,B,13
1990,CZ,C,1
1990,CZ,D,2
1990,CZ,F,2
1990,CZ,G,1
1990,CZ,H,1
1990,DE,A,3373
1990,DE,B,6419
1990,DE,C,9720
1990,DE,D,1414
1990,DE,E,1197
1990,DE,F,3039
1990,DE,G,2782
1990,DE,H,2877
1990,DK,A,240
1990,DK,B,173
1990,DK,C,181
1990,DK,D,48
1990,DK,E,39
1990,DK,F,105
1990,DK,G,105
1990,DK,H,88
1990,ES,A,112
1990,ES,B,125
1990,ES,C,142
1990,ES,D,20
1990,ES,E,11
1990,ES,F,42
1990,ES,G,39
1990,ES,H,84
1990,FI,A,490
1990,FI,B,659
1990,FI,C,1168
1990,FI,D,160
1990,FI,E,101
1990,FI,F,297
1990,FI,G,227
1990,FI,H,200
1990,FR,A,2656
1990,FR,B,2521
1990,FR,C,3368
1990,FR,D,441
1990,FR,E,359
1990,FR,F,1061
1990,FR,G,970
1990,FR,H,1179
1990,GB,A,1725
1990,GB,B,1172
1990,GB,C,2218
1990,GB,D,215
1990,GB,E,135
1990,GB,F,412
1990,GB,G,540
1990,GB,H,578
1990,GR,A,17
1990,GR,B,10
1990,GR,C,7
1990,GR,F,6
1990,GR,G,1
1990,GR,H,5
1990,HR,C,1
1990,HU,A,90
1990,HU,B,149
1990,HU,C,257
1990,HU,D,25
1990,HU,E,35
1990,HU,F,63
1990,HU,G,113
1990,HU,H,74
1990,IE,A,41
1990,IE,B,53
1990,IE,C,83
1990,IE,D,11
1990,IE,E,9
1990,IE,F,20
1990,IE,G,31
1990,IE,H,14
1990,IS,A,2
1990,IS,C,2
1990,IS,F,2
1990,IS,G,6
1990,IS,H,2
1990,IT,A,556
1990,IT,B,1070
1990,IT,C,1463
1990,IT,D,184
1990,IT,E,134
1990,IT,F,439
1990,IT,G,518
1990,IT,H,522
1990,LI,A,11
1990,LI,B,16
1990,LI,C,11
1990,LI,E,1
1990,LI,F,2
1990,LI,G,4
1990,LI,H,4
1990,LU,A,6
1990,LU,B,13
1990,LU,C,20
1990,LU,D,1
1990,LU,E,1
1990,LU,F,5
1990,LU,G,15
1990,LU,H,23
1990,NL,A,205
1990,NL,B,227
1990,NL,C,381
1990,NL,D,42
1990,NL,E,41
1990,NL,F,138
1990,NL,G,85
1990,NL,H,127
1990,NO,A,73
1990,NO,B,49
1990,NO,C,90
1990,NO,D,9
1990,NO,E,3
1990,NO,F,18
1990,NO,G,49
1990,NO,H,93
1990,PL,A,188
1990,PL,B,38
1990,PL,C,111
1990,PL,D,2
1990,PL,E,13
1990,PL,F,28
1990,PL,G,62
1990,PL,H,35
1990,PT,B,4
1990,PT,C,3
1990,PT,D,1
1990,PT,G,1
1990,PT,H,2
1990,RO,G,2
1990,RO,H,3
1990,RU,A,12
1990,RU,B,4
1990,RU,C,4
1990,RU,D,11
1990,RU,E,1
1990,RU,G,3
1990,RU,H,2
1990,SE,A,556
1990,SE,B,416
1990,SE,C,331
1990,SE,D,51
1990,SE,E,93
1990,SE,F,132
1990,SE,G,384
1990,SE,H,554
1990,SI,F,1
1990,SI,G,1
1990,EE,A,0
1990,LT,A,0
1990,LV,A,0
1990,SK,A,0
1991,AT,A,149
1991,AT,B,200
1991,AT,C,388
1991,AT,D,36
1991,AT,E,31
1991,AT,F,85
1991,AT,G,101
1991,AT,H,88
1991,BE,A,147
1991,BE,B,212
1991,BE,C,335
1991,BE,D,52
1991,BE,E,30
1991,BE,F,87
1991,BE,G,87
1991,BE,H,81
1991,BG,B,2
1991,BG,C,7
1991,BG,D,2
1991,BG,G,6
1991,BG,H,1
1991,CH,A,343
1991,CH,B,581
1991,CH,C,902
1991,CH,D,83
1991,CH,E,75
1991,CH,F,258
1991,CH,G,242
1991,CH,H,214
1991,CZ,B,9
1991,CZ,C,4
1991,CZ,F,4
1991,CZ,G,2
1991,CZ,H,1
1991,DE,A,3159
1991,DE,B,6185
1991,DE,C,9651
1991,DE,D,1253
1991,DE,E,1150
1991,DE,F,2850
1991,DE,G,2663
1991,DE,H,2857
1991,DK,A,163
1991,DK,B,172
1991,DK,C,206
1991,DK,D,27
1991,DK,E,31
1991,DK,F,138
1991,DK,G,127
1991,DK,H,86
1991,ES,A,106
1991,ES,B,185
1991,ES,C,243
1991,ES,D,40
1991,ES,E,43
1991,ES,F,58
1991,ES,G,34
1991,ES,H,50
1991,FI,A,755
1991,FI,B,526
1991,FI,C,1002
1991,FI,D,102
1991,FI,E,76
1991,FI,F,187
1991,FI,G,200
1991,FI,H,234
1991,FR,A,3097
1991,FR,B,2078
1991,FR,C,3642
1991,FR,D,358
1991,FR,E,273
1991,FR,F,924
1991,FR,G,1009
1991,FR,H,1448
1991,GB,A,1659
1991,GB,B,1419
1991,GB,C,1441
1991,GB,D,131
1991,GB,E,215
1991,GB,F,621
1991,GB,G,740
1991,GB,H,765
1991,GR,A,22
1991,GR,B,7
1991,GR,C,10
1991,GR,E,1
1991,GR,F,3
1991,GR,G,5
1991,GR,H,2
1991,HR,F,1
1991,HU,A,156
1991,HU,B,154
1991,HU,C,279
1991,HU,D,14
1991,HU,E,20
1991,HU,F,67
1991,HU,G,82
1991,HU,H,54
1991,IE,A,50
1991,IE,B,69
1991,IE,C,83
1991,IE,D,12
1991,IE,E,5
1991,IE,F,26
1991,IE,G,38
1991,IE,H,24
1991,IS,A,2
1991,IS,B,7
1991,IS,C,1
1991,IS,E,1
1991,IS,F,3
1991,IS,G,2
1991,IT,A,607
1991,IT,B,973
1991,IT,C,1389
1991,IT,D,182
1991,IT,E,154
1991,IT,F,491
1991,IT,G,476
1991,IT,H,577
1991,LI,A,6
1991,LI,B,9
1991,LI,C,21
1991,LI,F,6
1991,LI,G,4
1991,LI,H,1
1991,LU,A,5
1991,LU,B,12
1991,LU,C,18
1991,LU,D,1
1991,LU,E,1
1991,LU,F,1
1991,LU,G,9
1991,LU,H,29
1991,NL,A,180
1991,NL,B,240
1991,NL,C,431
1991,NL,D,42
1991,NL,E,38
1991,NL,F,99
1991,NL,G,137
1991,NL,H,113
1991,NO,A,61
1991,NO,B,69
1991,NO,C,119
1991,NO,D,2
1991,NO,E,1
1991,NO,F,25
1991,NO,G,74
1991,NO,H,87
1991,PL,A,49
1991,PL,B,56
1991,PL,C,50
1991,PL,D,1
1991,PL,E,4
1991,PL,F,24
1991,PL,G,103
1991,PL,H,209
1991,PT,A,5
1991,PT,B,9
1991,PT,C,5
1991,RO,A,1
1991,RO,B,3
1991,RO,C,7
1991,RO,F,1
1991,RO,G,3
1991,RO,H,5
1991,RU,A,13
1991,RU,B,20
1991,RU,C,26
1991,RU,D,2
1991,RU,E,1
1991,RU,F,8
1991,RU,G,5
1991,RU,H,16
1991,SE,A,483
1991,SE,B,312
1991,SE,C,480
1991,SE,D,49
1991,SE,E,47
1991,SE,F,145
1991,SE,G,373
1991,SE,H,426
1991,SI,A,1
1991,SI,B,1
1991,SI,C,1
1991,SI,G,5
1991,SI,H,5
1991,EE,A,0
1991,LT,A,0
1991,LV,A,0
1991,SK,A,0
1992,AT,A,163
1992,AT,B,215
1992,AT,C,393
1992,AT,D,67
1992,AT,E,27
1992,AT,F,96
1992,AT,G,92
1992,AT,H,100
1992,BE,A,168
1992,BE,B,204
1992,BE,C,370
1992,BE,D,50
1992,BE,E,30
1992,BE,F,82
1992,BE,G,98
1992,BE,H,104
1992,BG,A,3
1992,BG,B,2
1992,BG,C,8
1992,BG,G,1
1992,CH,A,452
1992,CH,B,560
1992,CH,C,984
1992,CH,D,99
1992,CH,E,90
1992,CH,F,252
1992,CH,G,242
1992,CH,H,262
1992,CZ,A,2
1992,CZ,B,8
1992,CZ,C,10
1992,CZ,E,1
1992,CZ,F,4
1992,CZ,G,5
1992,CZ,H,2
1992,DE,A,3450
1992,DE,B,6198
1992,DE,C,10022
1992,DE,D,1460
1992,DE,E,1210
1992,DE,F,3002
1992,DE,G,2943
1992,DE,H,3080
1992,DK,A,155
1992,DK,B,187
1992,DK,C,202
1992,DK,D,26
1992,DK,E,34
1992,DK,F,92
1992,DK,G,115
1992,DK,H,119
1992,EE,A,2
1992,EE,C,1
1992,EE,G,1
1992,ES,A,158
1992,ES,B,186
1992,ES,C,206
1992,ES,D,40
1992,ES,E,26
1992,ES,F,77
1992,ES,G,90
1992,ES,H,50
1992,FI,A,636
1992,FI,B,375
1992,FI,C,1062
1992,FI,D,194
1992,FI,E,49
1992,FI,F,160
1992,FI,G,114
1992,FI,H,243
1992,FR,A,3708
1992,FR,B,1700
1992,FR,C,3992
1992,FR,D,306
1992,FR,E,286
1992,FR,F,639
1992,FR,G,835
1992,FR,H,1211
1992,GB,A,1696
1992,GB,B,1637
1992,GB,C,1475
1992,GB,D,193
1992,GB,E,312
1992,GB,F,777
1992,GB,G,981
1992,GB,H,883
1992,GR,A,28
1992,GR,B,11
1992,GR,C,35
1992,GR,E,4
1992,GR,F,5
1992,GR,G,11
1992,GR,H,7
1992,HR,A,2
1992,HR,B,9
1992,HR,C,11
1992,HR,E,1
1992,HR,F,1
1992,HR,G,3
1992,HU,A,108
1992,HU,B,115
1992,HU,C,249
1992,HU,D,21
1992,HU,E,27
1992,HU,F,85
1992,HU,G,129
1992,HU,H,52
1992,IE,A,34
1992,IE,B,64
1992,IE,C,58
1992,IE,D,9
1992,IE,E,8
1992,IE,F,30
1992,IE,G,32
1992,IE,H,21
1992,IS,C,1
1992,IS,F,3
1992,IS,G,1
1992,IS,H,1
1992,IT,A,561
1992,IT,B,913
1992,IT,C,1285
1992,IT,D,137
1992,IT,E,145
1992,IT,F,362
1992,IT,G,503
1992,IT,H,436
1992,LI,A,11
1992,LI,B,5
1992,LI,C,14
1992,LI,D,2
1992,LI,E,2
1992,LI,F,2
1992,LI,G,1
1992,LI,H,1
1992,LU,A,7
1992,LU,B,10
1992,LU,C,18
1992,LU,D,3
1992,LU,F,11
1992,LU,G,21
1992,LU,H,27
1992,LV,A,1
1992,LV,C,1
1992,LV,G,2
1992,NL,A,197
1992,NL,B,248
1992,NL,C,407
1992,NL,D,46
1992,NL,E,35
1992,NL,F,92
1992,NL,G,150
1992,NL,H,166
1992,NO,A,93
1992,NO,B,37
1992,NO,C,70
1992,NO,D,2
1992,NO,E,3
1992,NO,F,20
1992,NO,G,87
1992,NO,H,222
1992,PL,A,32
1992,PL,B,54
1992,PL,C,34
1992,PL,D,5
1992,PL,E,5
1992,PL,F,6
1992,PL,G,71
1992,PL,H,174
1992,PT,A,7
1992,PT,B,2
1992,PT,C,2
1992,PT,F,1
1992,PT,H,3
1992,RO,B,1
1992,RO,C,2
1992,RO,E,1
1992,RO,F,1
1992,RO,H,4
1992,RU,A,96
1992,RU,B,98
1992,RU,C,163
1992,RU,D,6
1992,RU,E,17
1992,RU,F,38
1992,RU,G,79
1992,RU,H,153
1992,SE,A,672
1992,SE,B,400
1992,SE,C,594
1992,SE,D,67
1992,SE,E,58
1992,SE,F,192
1992,SE,G,358
1992,SE,H,382
1992,SI,A,7
1992,SI,B,5
1992,SI,C,9
1992,SI,D,1
1992,SI,E,1
1992,SI,H,21
1992,SK,B,1
1992,SK,C,1
1992,SK,G,3
1992,SK,H,1
1992,LT,A,0
1993,AT,A,173
1993,AT,B,223
1993,AT,C,426
1993,AT,D,40
1993,AT,E,30
1993,AT,F,111
1993,AT,G,91
1993,AT,H,123
1993,BE,A,239
1993,BE,B,239
1993,BE,C,499
1993,BE,D,38
1993,BE,E,38
1993,BE,F,140
1993,BE,G,123
1993,BE,H,143
1993,BG,A,2
1993,BG,B,6
1993,BG,C,13
1993,BG,D,1
1993,BG,G,3
1993,CH,A,428
1993,CH,B,537
1993,CH,C,829
1993,CH,D,97
1993,CH,E,120
1993,CH,F,238
1993,CH,G,224
1993,CH,H,259
1993,CZ,A,15
1993,CZ,B,17
1993,CZ,C,27
1993,CZ,D,6
1993,CZ,E,3
1993,CZ,F,16
1993,CZ,G,3
1993,CZ,H,12
1993,DE,A,3486
1993,DE,B,6293
1993,DE,C,9417
1993,DE,D,1284
1993,DE,E,1323
1993,DE,F,2854
1993,DE,G,3008
1993,DE,H,3072
1993,DK,A,182
1993,DK,B,156
1993,DK,C,214
1993,DK,D,34
1993,DK,E,17
1993,DK,F,90
1993,DK,G,97
1993,DK,H,136
1993,EE,A,1
1993,EE,C,2
1993,EE,G,4
1993,ES,A,169
1993,ES,B,170
1993,ES,C,321
1993,ES,D,24
1993,ES,E,15
1993,ES,F,59
1993,ES,G,66
1993,ES,H,99
1993,FI,A,708
1993,FI,B,494
1993,FI,C,876
1993,FI,D,92
1993,FI,E,41
1993,FI,F,196
1993,FI,G,183
1993,FI,H,180
1993,FR,A,4153
1993,FR,B,1617
1993,FR,C,3973
1993,FR,D,275
1993,FR,E,275
1993,FR,F,674
1993,FR,G,714
1993,FR,H,1217
1993,GB,A,2012
1993,GB,B,1138
1993,GB,C,2115
1993,GB,D,157
1993,GB,E,193
1993,GB,F,530
1993,GB,G,594
1993,GB,H,1007
1993,GR,B,4
1993,GR,C,15
1993,GR,D,1
1993,GR,E,1
1993,GR,G,3
1993,GR,H,5
1993,HR,A,13
1993,HR,B,12
1993,HR,C,16
1993,HR,E,1
1993,HR,F,4
1993,HR,G,1
1993,HR,H,1
1993,HU,A,37
1993,HU,B,74
1993,HU,C,121
1993,HU,D,4
1993,HU,E,15
1993,HU,F,37
1993,HU,G,44
1993,HU,H,65
1993,IE,A,77
1993,IE,B,46
1993,IE,C,99
1993,IE,D,3
1993,IE,E,5
1993,IE,F,21
1993,IE,G,22
1993,IE,H,30
1993,IS,C,1
1993,IS,D,1
1993,IS,F,2
1993,IS,G,2
1993,IT,A,642
1993,IT,B,995
1993,IT,C,1333
1993,IT,D,147
1993,IT,E,165
1993,IT,F,492
1993,IT,G,422
1993,IT,H,558
1993,LI,A,1
1993,LI,B,5
1993,LI,C,15
1993,LI,F,4
1993,LI,G,4
1993,LI,H,4
1993,LT,F,2
1993,LU,A,5
1993,LU,B,24
1993,LU,C,7
1993,LU,F,3
1993,LU,G,21
1993,LU,H,26
1993,LV,A,1
1993,LV,C,2
1993,LV,D,1
1993,LV,G,4
1993,NL,A,342
1993,NL,B,327
1993,NL,C,658
1993,NL,D,43
1993,NL,E,62
1993,NL,F,202
1993,NL,G,169
1993,NL,H,239
1993,NO,A,74
1993,NO,B,66
1993,NO,C,103
1993,NO,D,10
1993,NO,E,13
1993,NO,F,18
1993,NO,G,62
1993,NO,H,120
1993,PL,A,44
1993,PL,B,39
1993,PL,C,65
1993,PL,E,1
1993,PL,F,13
1993,PL,G,90
1993,PL,H,127
1993,PT,A,2
1993,PT,B,7
1993,PT,C,8
1993,PT,D,1
1993,PT,E,1
1993,PT,G,3
1993,PT,H,2
1993,RO,A,6
1993,RO,B,7
1993,RO,C,4
1993,RO,F,3
1993,RO,H,5
1993,RU,A,143
1993,RU,B,138
1993,RU,C,174
1993,RU,D,26
1993,RU,E,20
1993,RU,F,65
1993,RU,G,241
1993,RU,H,558
1993,SE,A,755
1993,SE,B,382
1993,SE,C,753
1993,SE,D,20
1993,SE,E,71
1993,SE,F,181
1993,SE,G,381
1993,SE,H,411
1993,SI,A,15
1993,SI,B,10
1993,SI,C,9
1993,SI,E,10
1993,SI,F,5
1993,SI,G,5
1993,SI,H,39
1993,SK,A,5
1993,SK,B,4
1993,SK,C,4
1993,SK,D,2
1993,SK,E,1
1993,SK,F,2
1993,SK,H,1
1994,AT,A,184
1994,AT,B,223
1994,AT,C,430
1994,AT,D,52
1994,AT,E,37
1994,AT,F,83
1994,AT,G,120
1994,AT,H,98
1994,BE,A,320
1994,BE,B,317
1994,BE,C,561
1994,BE,D,56
1994,BE,E,39
1994,BE,F,118
1994,BE,G,91
1994,BE,H,120
1994,BG,A,1
1994,BG,B,5
1994,BG,C,11
1994,BG,E,2
1994,BG,F,2
1994,BG,G,6
1994,CH,A,477
1994,CH,B,516
1994,CH,C,1016
1994,CH,D,117
1994,CH,E,96
1994,CH,F,211
1994,CH,G,241
1994,CH,H,250
1994,CZ,A,10
1994,CZ,B,19
1994,CZ,C,31
1994,CZ,D,5
1994,CZ,E,1
1994,CZ,F,6
1994,CZ,G,7
1994,CZ,H,12
1994,DE,A,4304
1994,DE,B,6711
1994,DE,C,11318
1994,DE,D,1403
1994,DE,E,1332
1994,DE,F,2669
1994,DE,G,3214
1994,DE,H,3176
1994,DK,A,127
1994,DK,B,117
1994,DK,C,153
1994,DK,D,41
1994,DK,E,21
1994,DK,F,54
1994,DK,G,75
1994,DK,H,85
1994,EE,A,1
1994,EE,B,7
1994,EE,C,2
1994,EE,G,7
1994,EE,H,11
1994,ES,A,180
1994,ES,B,185
1994,ES,C,380
1994,ES,D,52
1994,ES,E,30
1994,ES,F,40
1994,ES,G,60
1994,ES,H,55
1994,FI,A,610
1994,FI,B,429
1994,FI,C,815
1994,FI,D,72
1994,FI,E,49
1994,FI,F,194
1994,FI,G,130
1994,FI,H,107
1994,FR,A,4287
1994,FR,B,1533
1994,FR,C,4353
1994,FR,D,340
1994,FR,E,231
1994,FR,F,607
1994,FR,G,802
1994,FR,H,1236
1994,GB,A,2058
1994,GB,B,1218
1994,GB,C,2548
1994,GB,D,206
1994,GB,E,237
1994,GB,F,415
1994,GB,G,509
1994,GB,H,642
1994,GR,A,15
1994,GR,B,5
1994,GR,C,13
1994,GR,D,1
1994,GR,E,5
1994,GR,F,11
1994,GR,G,5
1994,GR,H,6
1994,HR,A,5
1994,HR,B,3
1994,HR,C,20
1994,HR,D,6
1994,HR,F,2
1994,HR,G,15
1994,HR,H,2
1994,HU,A,47
1994,HU,B,71
1994,HU,C,133
1994,HU,D,8
1994,HU,E,8
1994,HU,F,27
1994,HU,G,36
1994,HU,H,33
1994,IE,A,50
1994,IE,B,53
1994,IE,C,111
1994,IE,D,9
1994,IE,E,9
1994,IE,F,27
1994,IE,G,22
1994,IE,H,23
1994,IS,A,2
1994,IS,B,1
1994,IS,C,2
1994,IS,F,1
1994,IS,G,1
1994,IT,A,673
1994,IT,B,1044
1994,IT,C,1519
